Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
302,Winterland Arena,San Francisco,USA,1977-12-29,1977,CA,"['jack straw', 'they love each other', 'mama tried', 'loser', 'looks like rain', 'tennessee jed', 'new minglewood blues', 'sugaree', 'promised land', 'bertha', ""good lovin'"", 'it must have been the roses', 'sunrise', ""playin' in the band"", 'china cat sunflower', 'i know you rider', 'china doll', ""playin' in the band"", 'drums', 'not fade away', ""playin' in the band"", 'terrapin station', 'johnny b. goode']",jack straw,37.7879363,-122.4075201
303,Winterland Arena,San Francisco,USA,1977-12-30,1977,CA,"['mississippi half-step', 'me and my uncle', 'dire wolf', 'looks like rain', 'row jimmy', 'big river', 'peggy-o', 'passenger', 'ramble on rose', 'let it grow', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'st. stephen', 'sugar magnolia', 'u.s. blues', ""good lovin'""]",mississippi half-step,37.7879363,-122.4075201
304,Winterland Arena,San Francisco,USA,1977-12-31,1977,CA,"['music never stopped', 'tennessee jed', 'funiculi funicula', 'me and my uncle', 'loser', 'jack straw', 'friend of the devil', ""lazy lightnin'"", 'supplication', 'sugar magnolia', 'scarlet begonias', 'fire on the mountain', ""truckin'"", 'wharf rat', 'drums', 'not fade away', 'around and around', 'one more saturday night', 'casey jones']",music never stopped,37.7879363,-122.4075201
305,Swing Auditorium,San Bernardino,USA,1978-01-06,1978,CA,"['promised land', 'dire wolf', 'mama tried', 'big river', 'loser', 'looks like rain', 'tennessee jed', 'new minglewood blues', 'deal', ""lazy lightnin'"", 'supplication', ""playin' in the band"", 'estimated prophet', 'drums', 'the other one', ""truckin'"", 'johnny b. goode']",promised land,34.8253019,-116.0833144
306,Golden Hall,San Diego,USA,1978-01-07,1978,CA,"['new minglewood blues', 'cassidy', 'sunrise', 'passenger', 'mexicali blues', 'me and my uncle', 'looks like rain', 'el paso', 'let it grow', 'promised land', 'jack straw', ""dancin' in the streets"", 'samson and delilah', ""playin' in the band"", 'drums', 'not fade away', 'around and around', 'one more saturday night']",new minglewood blues,32.7174202,-117.162772
307,Golden Hall,San Diego,USA,1978-01-08,1978,CA,"['jack straw', 'mama tried', 'big river', 'sunrise', ""it's all over now"", 'looks like rain', ""lazy lightnin'"", 'supplication', 'samson and delilah', ""good lovin'"", 'estimated prophet', 'drums', 'the other one', ""truckin'"", 'sugar magnolia', 'johnny b. goode']",jack straw,32.7174202,-117.162772
308,Shrine Auditorium,Los Angeles,USA,1978-01-10,1978,CA,"['bertha', ""good lovin'"", 'brown eyed women', 'mexicali blues', 'me and my uncle', 'friend of the devil', 'cassidy', 'candyman', 'passenger', 'sunrise', 'deal', 'music never stopped', 'jack straw', 'it must have been the roses', 'estimated prophet', ""he's gone"", 'drums', 'the other one', 'wharf rat', ""franklin's tower"", 'around and around', 'u.s. blues']",bertha,34.0536909,-118.242766
309,Shrine Auditorium,Los Angeles,USA,1978-01-11,1978,CA,"['new minglewood blues', 'dire wolf', 'looks like rain', 'they love each other', 'big river', 'el paso', 'brown eyed women', 'let it grow', 'samson and delilah', 'sunrise', 'terrapin station', ""playin' in the band"", 'st. stephen', 'not fade away', ""playin' in the band"", 'passenger']",new minglewood blues,34.0536909,-118.242766
310,Arlington Theater,Santa Barbara,USA,1978-01-13,1978,CA,"['mississippi half-step', 'mexicali blues', 'big river', 'candyman', ""it's all over now"", 'brown eyed women', 'beat it on down the line', 'friend of the devil', ""lazy lightnin'"", 'supplication', 'bertha', ""good lovin'"", 'sunrise', ""dancin' in the streets"", 'drums', 'wharf rat', ""truckin'"", 'around and around', 'sugar magnolia']",mississippi half-step,34.4221319,-119.702667
311,Bakersfield Civic Auditorium,Bakersfield,USA,1978-01-14,1978,CA,"['jack straw', 'dire wolf', 'cassidy', 'they love each other', 'mama tried', 'me and my uncle', 'loser', 'looks like rain', 'deal', 'let it grow', 'samson and delilah', 'candyman', 'estimated prophet', 'eyes of the world', 'not fade away', 'one more saturday night']",jack straw,35.3738712,-119.019463
312,Selland Arena,Fresno,USA,1978-01-15,1978,CA,"['bertha', ""good lovin'"", 'dire wolf', 'mexicali blues', 'big river', 'it must have been the roses', 'passenger', 'brown eyed women', 'music never stopped', 'samson and delilah', 'friend of the devil', 'sunrise', 'terrapin station', ""playin' in the band"", 'wharf rat', 'sugar magnolia']",bertha,36.7394421,-119.78483
313,Sacramento Memorial Auditorium,Sacramento,USA,1978-01-17,1978,CA,"['promised land', 'dire wolf', 'cassidy', 'loser', 'looks like rain', 'row jimmy', 'new minglewood blues', 'it must have been the roses', 'music never stopped', 'bertha', ""good lovin'"", 'candyman', 'estimated prophet', ""he's gone"", 'drums', 'the other one', 'black peter', ""truckin'"", 'around and around', 'u.s. blues']",promised land,38.5810606,-121.493895
314,Stockton Civic Aud.,Stockton,USA,1978-01-18,1978,CA,"['mississippi half-step', 'mama tried', 'me and my uncle', 'peggy-o', 'jack straw', 'friend of the devil', ""it's all over now"", 'row jimmy', ""lazy lightnin'"", 'supplication', 'terrapin station', ""playin' in the band"", 'passenger', 'estimated prophet', 'stella blue', 'sugar magnolia', 'around and around']",mississippi half-step,37.9577016,-121.290779
315,McArthur Court (U of Oregon),Eugene,USA,1978-01-22,1978,OR,"['new minglewood blues', 'dire wolf', 'cassidy', 'peggy-o', 'el paso', 'tennessee jed', 'jack straw', 'row jimmy', 'music never stopped', 'bertha', ""good lovin'"", 'ship of fools', 'samson and delilah', 'terrapin station', 'drums', 'the other one', 'close encounters', 'st. stephen', 'not fade away', 'around and around', 'u.s. blues']",new minglewood blues,44.0505054,-123.0950506
316,Uptown Theater,Chicago,USA,1978-01-30,1978,IL,"['promised land', 'dire wolf', 'mexicali blues', 'big river', 'brown eyed women', 'looks like rain', 'peggy-o', ""it's all over now"", 'deal', ""lazy lightnin'"", 'supplication', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'stella blue', ""franklin's tower"", 'around and around', 'johnny b. goode']",promised land,41.8755616,-87.6244212
317,Uptown Theater,Chicago,USA,1978-01-31,1978,IL,"['mississippi half-step', 'passenger', 'tennessee jed', 'el paso', 'candyman', 'new minglewood blues', 'they love each other', 'let it grow', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'black peter', ""truckin'"", ""good lovin'""]",mississippi half-step,41.8755616,-87.6244212
318,Uptown Theater,Chicago,USA,1978-02-01,1978,IL,"['jack straw', 'friend of the devil', 'mama tried', 'me and my uncle', 'ramble on rose', 'cassidy', 'sunrise', 'sugaree', 'music never stopped', 'samson and delilah', 'it must have been the roses', 'estimated prophet', ""he's gone"", 'the other one', 'wharf rat', 'sugar magnolia']",jack straw,41.8755616,-87.6244212
319,Dane County Coliseum,Madison,USA,1978-02-03,1978,WI,"['cold rain and snow', 'mexicali blues', 'big river', 'they love each other', 'looks like rain', 'loser', 'passenger', 'brown eyed women', 'el paso', 'peggy-o', 'music never stopped', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', ""playin' in the band"", 'the wheel', ""playin' in the band"", 'johnny b. goode']",cold rain and snow,43.07469,-89.3841663
320,Milwaukee Auditorium,Milwaukee,USA,1978-02-04,1978,WI,"['jack straw', 'tennessee jed', 'mama tried', 'me and my uncle', 'row jimmy', 'beat it on down the line', 'candyman', ""it's all over now"", 'deal', 'samson and delilah', ""dupree's diamond blues"", ""dancin' in the streets"", 'terrapin station', ""playin' in the band"", 'not fade away', 'black peter', 'around and around', 'one more saturday night']",jack straw,43.0386475,-87.9090751
321,Uni Dome (University of Northern Iowa),Cedar Falls,USA,1978-02-05,1978,IA,"['bertha', ""good lovin'"", 'jack straw', ""good lovin'"", 'el paso', 'tennessee jed', 'new minglewood blues', 'friend of the devil', 'passenger', 'deal', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'ship of fools', ""truckin'"", 'drums', 'the other one', 'wharf rat', 'around and around', 'u.s. blues']",bertha,42.5361805,-92.447758
322,Curtis Hixon Convention Hall,Tampa,USA,1978-04-06,1978,FL,"['bertha', ""good lovin'"", 'dire wolf', 'me and my uncle', 'big river', 'friend of the devil', 'passenger', 'candyman', ""lazy lightnin'"", 'supplication', 'samson and delilah', 'it must have been the roses', 'estimated prophet', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'around and around', 'u.s. blues']",bertha,27.9449854,-82.4583107
323,The Sportatorium,Hollywood,USA,1978-04-07,1978,FL,"['promised land', 'sugaree', 'cassidy', 'tennessee jed', 'mama tried', 'mexicali blues', 'peggy-o', 'new minglewood blues', 'loser', 'music never stopped', 'jack straw', 'ship of fools', ""good lovin'"", 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'black peter', ""playin' in the band"", 'johnny b. goode']",promised land,26.0112014,-80.1494901
324,Auditorium Coliseum,Jacksonville,USA,1978-04-08,1978,FL,"['mississippi half-step', 'me and my uncle', 'big river', 'they love each other', 'looks like rain', 'deal', 'el paso', 'it must have been the roses', ""lazy lightnin'"", 'supplication', 'samson and delilah', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'sugar magnolia', 'one more saturday night']",mississippi half-step,30.3262247,-81.6579179
325,Fox Theater,Atlanta,USA,1978-04-10,1978,GA,"['promised land', 'brown eyed women', ""it's all over now"", 'peggy-o', 'cassidy', 'dire wolf', 'el paso', 'row jimmy', 'passenger', 'candyman', 'music never stopped', 'jack straw', 'ship of fools', ""dancin' in the streets"", 'drums', ""franklin's tower"", 'black peter', 'around and around', 'u.s. blues']",promised land,33.7544657,-84.3898151
326,Fox Theater,Atlanta,USA,1978-04-11,1978,GA,"['bertha', ""good lovin'"", 'friend of the devil', 'me and my uncle', 'big river', 'tennessee jed', 'looks like rain', 'brown eyed women', 'new minglewood blues', 'deal', 'samson and delilah', 'scarlet begonias', 'fire on the mountain', 'sunrise', 'terrapin station', 'drums', 'iko iko', 'sugar magnolia', 'johnny b. goode']",bertha,33.7544657,-84.3898151
327,Cameron Indoor Stadium (Duke U),Durham,USA,1978-04-12,1978,NC,"['jack straw', 'dire wolf', 'beat it on down the line', 'peggy-o', 'mama tried', 'mexicali blues', 'funiculi funicula', 'row jimmy', 'new minglewood blues', 'loser', ""lazy lightnin'"", 'supplication', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'wharf rat', 'around and around', 'u.s. blues']",jack straw,35.996653,-78.9018053
328,Virginia Polytechnic University,Blacksburg,USA,1978-04-14,1978,VA,"['promised land', 'tennessee jed', 'me and my uncle', 'big river', 'peggy-o', 'looks like rain', 'dire wolf', ""it's all over now"", ""dupree's diamond blues"", 'music never stopped', 'samson and delilah', 'ship of fools', ""dancin' in the streets"", 'drums', 'the other one', 'black peter', 'sugar magnolia', 'johnny b. goode']",promised land,37.2296566,-80.4136767
329,William and Mary Hall,Williamsburg,USA,1978-04-15,1978,VA,"['mississippi half-step', 'passenger', 'friend of the devil', 'el paso', 'brown eyed women', 'let it grow', 'deal', 'bertha', ""good lovin'"", 'candyman', 'sunrise', ""playin' in the band"", 'drums', 'not fade away', 'morning dew', 'around and around', 'one more saturday night']",mississippi half-step,37.2712497,-76.700035
330,Huntington Civic Center,Huntington,USA,1978-04-16,1978,WV,"['jack straw', 'dire wolf', 'cassidy', 'peggy-o', 'mexicali blues', 'mama tried', 'they love each other', 'new minglewood blues', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'iko iko', 'sugar magnolia', 'u.s. blues']",jack straw,38.4192496,-82.445154
331,Pittsburgh Civic Arena,Pittsburgh,USA,1978-04-18,1978,PA,"['new minglewood blues', 'sugaree', 'looks like rain', 'dire wolf', 'beat it on down the line', 'loser', 'el paso', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'scarlet begonias', ""dancin' in the streets"", 'drums', 'samson and delilah', 'terrapin station', 'around and around', 'u.s. blues']",new minglewood blues,40.4406968,-80.0025666
333,Rupp Arena (Lexington Center),Lexington,USA,1978-04-21,1978,KY,"['promised land', 'dire wolf', 'mama tried', 'mexicali blues', 'ramble on rose', 'funiculi funicula', 'passenger', 'row jimmy', ""it's all over now"", 'brown eyed women', 'music never stopped', 'samson and delilah', 'ship of fools', ""playin' in the band"", 'drums', 'stella blue', ""truckin'"", ""playin' in the band"", 'werewolves of london', 'u.s. blues']",promised land,38.0464066,-84.4970393
334,Nashville Municipal Auditorium,Nashville,USA,1978-04-22,1978,TN,"['bertha', ""good lovin'"", 'candyman', 'looks like rain', 'tennessee jed', 'jack straw', 'peggy-o', 'new minglewood blues', 'deal', ""lazy lightnin'"", 'supplication', 'it must have been the roses', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'wharf rat', 'sugar magnolia', 'one more saturday night']",bertha,36.1622767,-86.7742984
335,Horton Field House (Illinois State U),Normal,USA,1978-04-24,1978,IL,"['promised land', 'ramble on rose', 'me and my uncle', 'big river', 'friend of the devil', 'cassidy', 'brown eyed women', 'passenger', 'it must have been the roses', 'music never stopped', 'scarlet begonias', 'fire on the mountain', ""good lovin'"", 'terrapin station', 'drums', 'not fade away', 'black peter', 'around and around', 'werewolves of london']",promised land,40.5092961,-88.9843937
336,Thompson Arena (Dartmouth College),Hanover,USA,1978-05-05,1978,NH,"['promised land', 'dire wolf', 'cassidy', 'candyman', 'el paso', 'they love each other', 'passenger', 'brown eyed women', ""lazy lightnin'"", 'supplication', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'stella blue', 'around and around', 'werewolves of london']",promised land,43.7023545,-72.2892164
337,Patrick Field House (U of Vermont),Burlington,USA,1978-05-06,1978,VT,"['sugaree', 'new minglewood blues', 'peggy-o', 'beat it on down the line', 'loser', 'looks like rain', 'it must have been the roses', 'me and my uncle', 'big river', 'deal', 'samson and delilah', 'sunrise', 'terrapin station', ""playin' in the band"", 'drums', 'wharf rat', 'sugar magnolia', 'one more saturday night']",sugaree,44.4761601,-73.212906
338,Field House (Rensselaer Polytechnic Institute),Troy,USA,1978-05-07,1978,NY,"['jack straw', 'dire wolf', 'funiculi funicula', 'mexicali blues', 'mama tried', 'tennessee jed', ""it's all over now"", 'friend of the devil', 'passenger', 'brown eyed women', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', ""he's gone"", 'drums', 'iko iko', 'the other one', 'black peter', 'around and around', 'u.s. blues']",jack straw,42.7284117,-73.6917878
339,Onondaga War Memorial Auditorium,Syracuse,USA,1978-05-09,1978,NY,"[""franklin's tower"", 'new minglewood blues', 'row jimmy', 'looks like rain', 'friend of the devil', 'el paso', 'candyman', 'passenger', 'deal', 'samson and delilah', 'ship of fools', ""dancin' in the streets"", 'drums', 'not fade away', 'black peter', 'around and around', 'werewolves of london']",franklins tower,43.0481221,-76.1474244
340,Veterans' Memorial Coliseum,New Haven,USA,1978-05-10,1978,CT,"['jack straw', 'they love each other', 'cassidy', 'ramble on rose', 'me and my uncle', 'big river', 'peggy-o', 'let it grow', 'deal', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'u.s. blues']",jack straw,41.3082138,-72.9250518
341,Springfield Civic Center,Springfield,USA,1978-05-11,1978,MA,"['cold rain and snow', 'beat it on down the line', 'friend of the devil', 'looks like rain', 'loser', 'mexicali blues', 'mama tried', 'tennessee jed', 'new minglewood blues', 'peggy-o', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'not fade away', 'stella blue', 'around and around', 'werewolves of london', 'johnny b. goode']",cold rain and snow,42.1018764,-72.5886727
342,The Spectrum,Philadelphia,USA,1978-05-13,1978,PA,"['jack straw', 'dire wolf', 'beat it on down the line', 'peggy-o', 'el paso', 'row jimmy', 'new minglewood blues', 'candyman', 'music never stopped', 'bertha', ""good lovin'"", 'terrapin station', ""playin' in the band"", 'drums', ""truckin'"", 'black peter', 'sugar magnolia', 'one more saturday night']",jack straw,39.9527237,-75.1635262
343,Providence Civic Center,Providence,USA,1978-05-14,1978,RI,"['mississippi half-step', 'cassidy', 'they love each other', 'looks like rain', 'it must have been the roses', 'me and my uncle', 'big river', 'brown eyed women', 'let it grow', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues']",mississippi half-step,41.8239891,-71.4128343
344,Uptown Theater,Chicago,USA,1978-05-16,1978,IL,"['jack straw', 'dire wolf', 'mexicali blues', 'mama tried', 'peggy-o', 'cassidy', 'row jimmy', 'passenger', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'el paso', 'ship of fools', 'estimated prophet', ""he's gone"", 'drums', 'comes a time', 'sugar magnolia', 'johnny b. goode']",jack straw,41.8755616,-87.6244212
345,Uptown Theater,Chicago,USA,1978-05-17,1978,IL,"['mississippi half-step', ""franklin's tower"", 'me and my uncle', 'big river', 'it must have been the roses', 'looks like rain', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'samson and delilah', 'friend of the devil', ""dancin' in the streets"", 'drums', 'terrapin station', 'not fade away', 'around and around', 'werewolves of london']",mississippi half-step,41.8755616,-87.6244212
346,Campus Stadium (UC Santa Barbara),Goleta,USA,1978-06-04,1978,CA,"['bertha', ""good lovin'"", 'dire wolf', 'me and my uncle', 'big river', 'brown eyed women', 'looks like rain', 'tennessee jed', 'jack straw', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""nobody's jam"", 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues', 'sugar magnolia']",bertha,34.4358295,-119.8276389
347,Autzen Stadium (U of Oregon),Eugene,USA,1978-06-25,1978,OR,"['promised land', 'they love each other', 'me and my uncle', 'big river', 'candyman', 'passenger', 'peggy-o', 'new minglewood blues', 'samson and delilah', 'friend of the devil', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues']",promised land,44.0505054,-123.0950506
348,Arrowhead Stadium,Kansas City,USA,1978-07-01,1978,MO,"['bertha', ""good lovin'"", 'tennessee jed', 'jack straw', 'friend of the devil', 'me and my uncle', 'big river', 'deal', 'terrapin station', ""playin' in the band"", 'estimated prophet', 'drums', 'the other one', 'wharf rat', 'around and around', 'johnny b. goode']",bertha,39.100105,-94.5781416
349,St. Paul Civic Center,St. Paul,USA,1978-07-03,1978,MN,"['new minglewood blues', 'loser', 'looks like rain', 'ramble on rose', 'mexicali blues', 'mama tried', 'peggy-o', 'cassidy', 'deal', 'music never stopped', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'not fade away', 'stella blue', 'sugar magnolia', 'werewolves of london']",new minglewood blues,44.9497487,-93.0931028
350,Omaha Auditorium,Omaha,USA,1978-07-05,1978,NE,"['sugaree', 'beat it on down the line', 'they love each other', 'looks like rain', 'dire wolf', ""it's all over now"", 'candyman', ""lazy lightnin'"", 'supplication', 'deal', 'samson and delilah', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'wharf rat', ""truckin'"", 'iko iko', 'around and around']",sugaree,41.2587459,-95.9383758
351,Red Rocks Amphitheater,Morrison,USA,1978-07-07,1978,CO,"['jack straw', 'candyman', 'me and my uncle', 'big river', 'friend of the devil', 'cassidy', 'tennessee jed', 'passenger', 'peggy-o', 'music never stopped', 'cold rain and snow', 'beat it on down the line', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'not fade away', ""nobody's jam"", 'not fade away', 'black peter', 'around and around', 'u.s. blues', 'johnny b. goode']",jack straw,39.6535988,-105.191099
352,Red Rocks Amphitheater,Morrison,USA,1978-07-08,1978,CO,"['bertha', ""good lovin'"", 'dire wolf', 'el paso', 'it must have been the roses', 'new minglewood blues', 'ramble on rose', 'promised land', 'deal', 'samson and delilah', 'ship of fools', 'estimated prophet', 'the other one', 'eyes of the world', 'drums', 'wharf rat', ""franklin's tower"", 'sugar magnolia', 'terrapin station', 'one more saturday night', 'werewolves of london']",bertha,39.6535988,-105.191099
353,Red Rocks Amphitheater,Morrison,USA,1978-08-30,1978,CO,"['promised land', 'sugaree', 'mexicali blues', 'mama tried', 'stagger lee', 'looks like rain', 'deal', 'i need a miracle', 'brown eyed women', 'estimated prophet', 'the other one', 'eyes of the world', 'drums', 'if i had the world to give', 'iko iko', 'around and around', 'u.s. blues']",promised land,39.6535988,-105.191099
354,Red Rocks Amphitheater,Morrison,USA,1978-08-31,1978,CO,"['mississippi half-step', 'el paso', 'peggy-o', 'new minglewood blues', 'candyman', '>from the heart of me', 'jack straw', 'shakedown street', ""good lovin'"", 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', ""nobody's jam"", 'not fade away', 'black peter', 'sugar magnolia', 'johnny b. goode']",mississippi half-step,39.6535988,-105.191099
355,Giants Stadium (Meadowlands Sports Complex),East Rutherford,USA,1978-09-02,1978,NJ,"['jack straw', 'friend of the devil', 'new minglewood blues', 'dire wolf', 'looks like rain', 'stagger lee', 'i need a miracle', 'peggy-o', ""lazy lightnin'"", 'supplication', ""good lovin'"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'sugar magnolia', 'one more saturday night']",jack straw,40.833989,-74.0970865
359,Winterland Arena,San Francisco,USA,1978-10-17,1978,CA,"['promised land', 'friend of the devil', 'mama tried', 'mexicali blues', 'tennessee jed', 'i need a miracle', 'stagger lee', 'jack straw', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'if i had the world to give', 'around and around', 'u.s. blues']",promised land,37.7879363,-122.4075201
360,Winterland Arena,San Francisco,USA,1978-10-18,1978,CA,"['sugaree', 'me and my uncle', 'big river', 'peggy-o', 'looks like rain', 'stagger lee', 'new minglewood blues', 'candyman', 'music never stopped', 'bertha', ""good lovin'"", '>from the heart of me', 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'wharf rat', ""truckin'"", 'i need a miracle']",sugaree,37.7879363,-122.4075201
361,Winterland Arena,San Francisco,USA,1978-10-20,1978,CA,"['new minglewood blues', 'they love each other', 'cassidy', 'dire wolf', 'el paso', 'tennessee jed', ""it's all over now"", 'loser', ""lazy lightnin'"", 'supplication', 'mississippi half-step', ""franklin's tower"", ""dancin' in the streets"", 'drums', 'not fade away', 'black peter', 'around and around', 'johnny b. goode', 'shakedown street']",new minglewood blues,37.7879363,-122.4075201
362,Winterland Arena,San Francisco,USA,1978-10-21,1978,CA,"['ollin arrageed', 'promised land', 'sugaree', 'passenger', 'ramble on rose', 'looks like rain', 'stagger lee', 'i need a miracle', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', ""he's gone"", 'drums', 'mojo', 'the other one', 'stella blue', 'sugar magnolia', 'u.s. blues']",ollin arrageed,37.7879363,-122.4075201
363,Winterland Arena,San Francisco,USA,1978-10-22,1978,CA,"['ollin arrageed', 'deal', 'me and my uncle', 'big river', 'friend of the devil', 'new minglewood blues', 'peggy-o', 'jack straw', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', '>from the heart of me', 'i need a miracle', 'drums', 'not fade away', 'caution jam', 'mojo jam', ""goin' down the road feelin' bad"", 'johnny b. goode']",ollin arrageed,37.7879363,-122.4075201
364,"Saturday Night Live, NBC Studios",New York,USA,1978-11-11,1978,NY,"['casey jones', 'i need a miracle', ""good lovin'""]",casey jones,40.7127281,-74.0060152
365,Boston Music Hall,Boston,USA,1978-11-13,1978,MA,"['promised land', 'they love each other', 'mama tried', 'mexicali blues', 'peggy-o', 'cassidy', 'tennessee jed', 'new minglewood blues', 'stagger lee', 'jack straw', 'mississippi half-step', ""franklin's tower"", 'samson and delilah', 'friend of the devil', ""playin' in the band"", 'drums', 'black peter', ""playin' in the band"", 'around and around', 'u.s. blues']",promised land,42.3588336,-71.0578303
366,Boston Music Hall,Boston,USA,1978-11-14,1978,MA,"['sugaree', 'el paso', 'candyman', ""it's all over now"", 'loser', 'passenger', 'stagger lee', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'wharf rat', 'not fade away', ""goin' down the road feelin' bad"", 'johnny b. goode']",sugaree,42.3588336,-71.0578303
367,Uptown Theater,Chicago,USA,1978-11-16,1978,IL,"['new minglewood blues', 'dire wolf', 'me and my uncle', 'big river', 'they love each other', 'looks like rain', 'brown eyed women', 'beat it on down the line', 'stagger lee', ""dancin' in the streets"", 'deal', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', ""he's gone"", 'drums', 'black peter', ""truckin'"", 'u.s. blues']",new minglewood blues,41.8755616,-87.6244212
368,Uptown Theater,Chicago,USA,1978-11-17,1978,IL,"['shakedown street', 'mama tried', 'mexicali blues', 'peggy-o', 'cassidy', 'tennessee jed', 'passenger', 'friend of the devil', 'i need a miracle', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'terrapin station', 'around and around', 'casey jones']",shakedown street,41.8755616,-87.6244212
369,Uptown Theater,Chicago,USA,1978-11-18,1978,IL,"['jack straw', 'candyman', 'me and my uncle', 'big river', 'sugaree', 'el paso', 'stagger lee', ""it's all over now"", '>from the heart of me', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'i need a miracle', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'one more saturday night']",jack straw,41.8755616,-87.6244212
370,Cleveland Music Hall,Cleveland,USA,1978-11-20,1978,OH,"['mississippi half-step', ""franklin's tower"", 'mama tried', 'mexicali blues', 'it must have been the roses', 'looks like rain', 'stagger lee', 'passenger', 'peggy-o', ""lazy lightnin'"", 'supplication', 'jam', 'drums', 'jack-a-roe', ""playin' in the band"", 'shakedown street', 'drums', 'if i had the world to give', ""playin' in the band"", 'around and around']",mississippi half-step,41.4996574,-81.6936772
371,War Memorial Auditorium,Rochester,USA,1978-11-21,1978,NY,"['promised land', 'they love each other', 'cassidy', 'dire wolf', 'me and my uncle', 'big river', 'row jimmy', 'new minglewood blues', 'loser', 'jack straw', 'deal', 'bertha', ""good lovin'"", 'stagger lee', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'black peter', ""truckin'"", 'johnny b. goode']",promised land,43.157285,-77.615214
372,Capital Centre,Landover,USA,1978-11-23,1978,MD,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'stagger lee', 'looks like rain', 'tennessee jed', 'passenger', 'brown eyed women', 'music never stopped', 'samson and delilah', 'friend of the devil', ""dancin' in the streets"", 'terrapin station', ""playin' in the band"", 'drums', 'shakedown street', ""playin' in the band"", 'around and around', 'u.s. blues']",mississippi half-step,38.925313,-76.8815433
373,Capitol Theater,Passaic,USA,1978-11-24,1978,NJ,"['jack straw', 'sugaree', 'me and my uncle', 'big river', 'stagger lee', 'passenger', 'candyman', 'new minglewood blues', '>from the heart of me', 'loser', 'promised land', 'i need a miracle', ""good lovin'"", 'friend of the devil', 'estimated prophet', 'shakedown street', 'ollin arrageed', 'drums', 'fire on the mountain', 'sugar magnolia', 'johnny b. goode']",jack straw,41.0461864,-74.3177933
