Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
1436,RFK Stadium,Washington,USA,1993-06-26,1993,DC,"['feels like a stranger', 'brown eyed women', 'spoonful', 'lazy river road', 'masterpiece', 'birdsong', 'picasso moon', 'aiko aiko', 'long way to go home', ""playin' in the band"", 'terrapin station', 'drums', 'space', 'the last time', 'the days between', 'throwin stones', 'one more saturday night', 'liberty']",feels like a stranger,38.8950982,-77.0363849
1437,Autzen Stadium,Eugene,USA,1993-08-21,1993,OR,"['here comes sunshine', ""walkin' blues"", 'lazy river road', 'queen jane', 'bird song', 'promised land', 'china cat sunflower', 'i know you rider', 'long way to go home', ""truckin'"", ""good mornin' little school girl"", 'smokestack lightning', 'drums', 'space', 'the last time', 'standing on the moon', 'one more saturday night', 'i fought the law']",here comes sunshine,44.0505054,-123.0950506
1438,Autzen Stadium,Eugene,USA,1993-08-22,1993,OR,"['jack straw', 'bertha', 'little red rooster', 'broken arrow', 'althea', 'masterpiece', 'tennessee jed', 'music never stopped', 'help on the way', 'slipknot', ""franklin's tower"", 'samson and delilah', 'ship of fools', 'corina', 'drums', 'space', 'the wheel', 'i need a miracle', 'the days between', 'not fade away', 'liberty']",jack straw,44.0505054,-123.0950506
1439,Shoreline Ampitheatre,Mountain View,USA,1993-08-25,1993,MA,"['touch of grey', 'greatest story ever told', 'peggy o', 'the same thing', 'friend of the devil', 'easy answers', 'so many roads', 'promised land', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'terrapin station', 'drums', 'space', 'watchtower', 'attics of my life', 'sugar magnolia', 'lucy in the sky with diamonds']",touch of grey,37.3893889,-122.0832101
1440,Shoreline Ampitheatre,Mountain View,USA,1993-08-26,1993,MA,"['hell in a bucket', 'bertha', 'wang dang doodle', 'candyman', ""tom thumb's blues"", 'let it grow', ""don't ease me in"", 'crazy fingers', 'saint of circumstance', 'long way to go home', ""he's gone"", 'drums', 'space', 'the other one', 'stella blue', 'around and around', 'rain']",hell in a bucket,37.3893889,-122.0832101
1441,Shoreline Ampitheatre,Mountain View,USA,1993-08-27,1993,MA,"['mississippi half step', 'minglewood blues', 'lazy river road', 'broken arrow', 'loose lucy', 'johnny b goode', 'aiko aiko', 'wave to the wind', ""playin' in the band"", ""uncle john's band"", 'corina', 'drums', 'space', 'i need a miracle', 'days between', ""throwin' stones"", 'lovelight', 'i fought the law']",mississippi half step,37.3893889,-122.0832101
1442,Richfield Coliseum,Richfield,USA,1993-09-08,1993,OH,"['feels like a stranger', 'peggyo', 'wang dang doodle', 'brown eyed women', 'masterpiece', 'liberty', 'johnny b goode', 'foolish heart', 'estimated prophet', 'eyes of the world', 'drums', 'space', 'i need a miracle', 'black peter', 'sugar magnolia', 'the weight']",feels like a stranger,41.2397772,-81.6381785
1443,Richfield Coliseum,Richfield,USA,1993-09-09,1993,OH,"['here comes sunshine', 'spoonful', 'stagger lee', 'queen jane', 'tennessee jed', 'easy answers', ""don't ease me in"", 'victim or the crime', 'crazy fingers', 'saint of circumstance', 'terrapin station', 'drums', 'space', 'the last time', 'morning dew', 'i fought the law']",here comes sunshine,41.2397772,-81.6381785
1444,Richfield Coliseum,Richfield,USA,1993-09-10,1993,OH,"['jack straw', 'they love eachother', 'little red rooster', ""tom thumb's blues"", 'ramble on rose', 'black throated wind', 'bertha', 'china cat sunflower', 'i know you rider', 'long way to go home', 'corina', ""uncle john's band"", 'drums', 'space', 'the wheel', 'watchtower', 'attics of my life', 'not fade away', 'us blues']",jack straw,41.2397772,-81.6381785
1445,The Spectrum,Philadelphia,USA,1993-09-12,1993,PA,"['touch of grey', ""walkin' blues"", 'loser', 'desolation row', 'cumberland blues', 'eternity', 'loose lucy', 'picasso moon', 'samson and delilah', 'lazy river road', ""truckin'"", ""he's gone"", 'drums', 'space', 'the other one', 'stella blue', ""throwin' stones"", 'lovelight', ""knockin' on heaven's door""]",touch of grey,39.9527237,-75.1635262
1446,The Spectrum,Philadelphia,USA,1993-09-13,1993,PA,"['hell in a bucket', 'jack a roe', 'the same thing', 'stagger lee', 'black throated wind', 'dire wolf', 'let it grow', 'scarlet begonias', 'fire on the mountain', 'playing in the band', 'dark star', 'terrapin station', 'drums', 'space', 'easy answers', 'days between', ""good lovin'"", 'i fought the law']",hell in a bucket,39.9527237,-75.1635262
1447,The Spectrum,Philadelphia,USA,1993-09-14,1993,PA,"['help on the way', 'slipknot', ""franklin's tower"", 'minglewood blues', 'broken arrow', 'brown eyed women', 'masterpiece', 'birdsong', 'aiko aiko', 'looks like rain', 'long way to go home', 'crazy fingers', 'corina', 'drums', 'space', 'the last time', 'wharf rat', 'sugar magnolia', 'brokedown palace']",help on the way,39.9527237,-75.1635262
1448,Madison Square Garden,New York,USA,1993-09-16,1993,NY,"['rain', 'shakedown street', 'wang dang doodle', 'cold rain and snow', 'queen jane', 'althea', 'eternity', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'estimated prophet', 'eyes of the world', 'drums', 'space', 'long way to go home', 'the days between', ""throwin' stones"", 'not fade away', 'liberty']",rain,40.7127281,-74.0060152
1449,Madison Square Garden,New York,USA,1993-09-17,1993,NY,"['jack straw', 'sugaree', ""walkin' blues"", 'ramble on rose', ""tom thumb's blues"", 'easy answers', 'lazy river road', 'promised land', 'foolish heart', 'women are smarter', 'ship of fools', 'saint of circumstance', 'drums', 'space', 'i need a miracle', 'that would be something', 'standing on the moon', 'lovelight', 'i fought the law']",jack straw,40.7127281,-74.0060152
